url,email_body,url_length,num_dots,num_hyphens,num_at,num_digits,has_ip,is_https,subdomain_count,suspicious_words_count,domain_length,label
https://www.microsoft.com/about,Your account statement for this month is now available online.,31,2,0,0,0,0,1,1,0,17,0
http://update-update.secure-login-update.com/auth/verify?token=123,Your invoice #9981 is overdue. Download the attachment to view the details and pay.,66,2,3,0,3,0,0,1,4,37,1
https://www.netflix.com/home,"Hi team, just a reminder about our meeting at 2 PM today. Please review the attached document.",28,2,0,0,0,0,1,1,0,15,0
https://www.github.com/contact,"Hi team, just a reminder about our meeting at 2 PM today. Please review the attached document.",30,2,0,0,0,0,1,1,0,14,0
https://www.github.com/contact,Can we reschedule our call to next Thursday? Let me know.,30,2,0,0,0,0,1,1,0,14,0
https://www.netflix.com/about,Your order #12345 has shipped. Click here to track your package.,29,2,0,0,0,0,1,1,0,15,0
https://www.google.com/about,Your account statement for this month is now available online.,28,2,0,0,0,0,1,1,0,14,0
https://www.github.com/home,Your account statement for this month is now available online.,27,2,0,0,0,0,1,1,0,14,0
http://update-verify-update.secure-login-update.com/auth/verify?token=123,Unusual sign-in activity detected on your account. Please secure your account by logging in here.,73,2,4,0,3,0,0,1,4,44,1
http://206.139.48.176/login.php,Congratulations! You have won a $1000 gift card. Click here to claim your prize now.,31,4,0,0,11,1,0,0,1,14,1
http://update-login.amazon-free-gift.cc/auth/verify?token=123,"Dear customer, your bank account is compromised. Click this link to avoid suspension.",61,2,3,0,3,0,0,1,4,32,1
https://www.amazon.com/contact,"Hi team, just a reminder about our meeting at 2 PM today. Please review the attached document.",30,2,0,0,0,0,1,1,0,14,0
https://www.apple.com/index,Thanks for subscribing to our newsletter! Here are the top stories for this week.,27,2,0,0,0,0,1,1,0,13,0
https://www.google.com/index,Your account statement for this month is now available online.,28,2,0,0,0,0,1,1,0,14,0
https://www.netflix.com/index,Can we reschedule our call to next Thursday? Let me know.,29,2,0,0,0,0,1,1,0,15,0
http://secure-update-update.amazon-free-gift.cc/auth/verify?token=123,Your invoice #9981 is overdue. Download the attachment to view the details and pay.,69,2,4,0,3,0,0,1,4,40,1
http://secure-login-update.paypal-security.ml/auth/verify?token=123,"Dear customer, your bank account is compromised. Click this link to avoid suspension.",67,2,3,0,3,0,0,1,4,38,1
https://www.netflix.com/home,Your account statement for this month is now available online.,28,2,0,0,0,0,1,1,0,15,0
http://verify-login-secure.paypal-security.ml/auth/verify?token=123,Your invoice #9981 is overdue. Download the attachment to view the details and pay.,67,2,3,0,3,0,0,1,3,38,1
http://login-update.apple-id-support.tk/auth/verify?token=123,"Dear customer, your bank account is compromised. Click this link to avoid suspension.",61,2,3,0,3,0,0,1,3,32,1
https://www.apple.com/home,Thanks for subscribing to our newsletter! Here are the top stories for this week.,26,2,0,0,0,0,1,1,0,13,0
http://192.131.115.60/login.php,URGENT: Verify your account immediately or it will be suspended in 24 hours.,31,4,0,0,11,1,0,0,1,14,1
http://secure-secure.paypal-security.ml/auth/verify?token=123,Congratulations! You have won a $1000 gift card. Click here to claim your prize now.,61,2,2,0,3,0,0,1,2,32,1
http://update-secure.apple-id-support.tk/auth/verify?token=123,Your invoice #9981 is overdue. Download the attachment to view the details and pay.,62,2,3,0,3,0,0,1,3,33,1
https://www.linkedin.com/contact,Thanks for subscribing to our newsletter! Here are the top stories for this week.,32,2,0,0,0,0,1,1,0,16,0
https://www.google.com/contact,"Hi team, just a reminder about our meeting at 2 PM today. Please review the attached document.",30,2,0,0,0,0,1,1,0,14,0
https://www.amazon.com/index,Your account statement for this month is now available online.,28,2,0,0,0,0,1,1,0,14,0
http://verify-secure-login.secure-login-update.com/auth/verify?token=123,Congratulations! You have won a $1000 gift card. Click here to claim your prize now.,72,2,4,0,3,0,0,1,4,43,1
https://www.amazon.com/about,Your order #12345 has shipped. Click here to track your package.,28,2,0,0,0,0,1,1,0,14,0
http://126.114.27.174/login.php,"Dear customer, your bank account is compromised. Click this link to avoid suspension.",31,4,0,0,11,1,0,0,1,14,1
http://update-verify.secure-login-update.com/auth/verify?token=123,"Dear customer, your bank account is compromised. Click this link to avoid suspension.",66,2,3,0,3,0,0,1,4,37,1
https://www.google.com/about,"Hi team, just a reminder about our meeting at 2 PM today. Please review the attached document.",28,2,0,0,0,0,1,1,0,14,0
http://login.verify-account-info.xyz/auth/verify?token=123,Your invoice #9981 is overdue. Download the attachment to view the details and pay.,58,2,2,0,3,0,0,1,3,29,1
https://www.amazon.com/index,Your order #12345 has shipped. Click here to track your package.,28,2,0,0,0,0,1,1,0,14,0
http://login-login.apple-id-support.tk/auth/verify?token=123,URGENT: Verify your account immediately or it will be suspended in 24 hours.,60,2,3,0,3,0,0,1,2,31,1
